source,target,source_spotify_id,target_spotify_id,source_genres,target_genres,shared_genres,shared_genres_count,jaccard_similarity,pair_key,collaboration,collaboration_weight,evidence_tracks
bar italia,Nourished by Time,6tYmTHApvspl6KAgTfHjAY,7zNkqI6qRr0OJ4XO1Pw29g,lo-fi indie,indie electronic,,0,0.0,Nourished by Time|||bar italia,0,0,
bar italia,Alex G,6tYmTHApvspl6KAgTfHjAY,6lcwlkAjBPSKnFBZjjZFJs,lo-fi indie,,,0,0.0,Alex G|||bar italia,0,0,
bar italia,Oklou,6tYmTHApvspl6KAgTfHjAY,6fFcUOFcbjeIuEomuUthkw,lo-fi indie,art pop; hyperpop,,0,0.0,Oklou|||bar italia,0,0,
bar italia,Dean Blunt,6tYmTHApvspl6KAgTfHjAY,5CFSYjc0PAiQvndFjafabk,lo-fi indie,,,0,0.0,Dean Blunt|||bar italia,0,0,
bar italia,King Krule,6tYmTHApvspl6KAgTfHjAY,4wyNyxs74Ux8UIDopNjIai,lo-fi indie,,,0,0.0,King Krule|||bar italia,0,0,
bar italia,A. G. Cook,6tYmTHApvspl6KAgTfHjAY,335TWGWGFan4vaacJzSiU8,lo-fi indie,hyperpop,,0,0.0,A. G. Cook|||bar italia,0,0,
bar italia,Nation,6tYmTHApvspl6KAgTfHjAY,03D2b6ATNCne8B3D251ncQ,lo-fi indie,electroclash; witch house,,0,0.0,Nation|||bar italia,0,0,
bar italia,The Dare,6tYmTHApvspl6KAgTfHjAY,2mqiqsaX4LzFnUP7PmHGAb,lo-fi indie,electroclash,,0,0.0,The Dare|||bar italia,0,0,
bar italia,Ecco2k,6tYmTHApvspl6KAgTfHjAY,6hG0VsXXlD10l60TqiIHIX,lo-fi indie,cloud rap; hyperpop,,0,0.0,Ecco2k|||bar italia,0,0,
bar italia,BABii,6tYmTHApvspl6KAgTfHjAY,30qGwXnygZNCzxjN7QsIR0,lo-fi indie,hyperpop,,0,0.0,BABii|||bar italia,0,0,
bar italia,2hollis,6tYmTHApvspl6KAgTfHjAY,72NhFAGG5Pt91VbheJeEPG,lo-fi indie,electroclash; hyperpop,,0,0.0,2hollis|||bar italia,0,0,
daine,james K,4lyCoxLN0aW7nJy5rec0tG,25BObiRSDCMwVrBGIVaLIf,hyperpop,,,0,0.0,daine|||james K,0,0,
daine,underscores,4lyCoxLN0aW7nJy5rec0tG,7HfUJxeVTgrvhk0eWHFzV7,hyperpop,hyperpop,hyperpop,1,1.0,daine|||underscores,1,1,"It's You - underscores' ""It’s U"" Remix"
daine,Elias Rønnenfelt,4lyCoxLN0aW7nJy5rec0tG,1sMYEFib6APIW3JjkY8pYS,hyperpop,,,0,0.0,Elias Rønnenfelt|||daine,0,0,
daine,Bladee,4lyCoxLN0aW7nJy5rec0tG,2xvtxDNInKDV4AvGmjw6d1,hyperpop,cloud rap; hyperpop,hyperpop,1,0.5,Bladee|||daine,0,0,
daine,mark william lewis,4lyCoxLN0aW7nJy5rec0tG,2r5elgyPQ19vDG3xSQn39k,hyperpop,,,0,0.0,daine|||mark william lewis,0,0,
daine,Nourished by Time,4lyCoxLN0aW7nJy5rec0tG,7zNkqI6qRr0OJ4XO1Pw29g,hyperpop,indie electronic,,0,0.0,Nourished by Time|||daine,0,0,
daine,Alex G,4lyCoxLN0aW7nJy5rec0tG,6lcwlkAjBPSKnFBZjjZFJs,hyperpop,,,0,0.0,Alex G|||daine,0,0,
daine,Oklou,4lyCoxLN0aW7nJy5rec0tG,6fFcUOFcbjeIuEomuUthkw,hyperpop,art pop; hyperpop,hyperpop,1,0.5,Oklou|||daine,0,0,
daine,Dean Blunt,4lyCoxLN0aW7nJy5rec0tG,5CFSYjc0PAiQvndFjafabk,hyperpop,,,0,0.0,Dean Blunt|||daine,0,0,
daine,King Krule,4lyCoxLN0aW7nJy5rec0tG,4wyNyxs74Ux8UIDopNjIai,hyperpop,,,0,0.0,King Krule|||daine,0,0,
daine,A. G. Cook,4lyCoxLN0aW7nJy5rec0tG,335TWGWGFan4vaacJzSiU8,hyperpop,hyperpop,hyperpop,1,1.0,A. G. Cook|||daine,0,0,
daine,Nation,4lyCoxLN0aW7nJy5rec0tG,03D2b6ATNCne8B3D251ncQ,hyperpop,electroclash; witch house,,0,0.0,Nation|||daine,0,0,
daine,The Dare,4lyCoxLN0aW7nJy5rec0tG,2mqiqsaX4LzFnUP7PmHGAb,hyperpop,electroclash,,0,0.0,The Dare|||daine,0,0,
daine,Ecco2k,4lyCoxLN0aW7nJy5rec0tG,6hG0VsXXlD10l60TqiIHIX,hyperpop,cloud rap; hyperpop,hyperpop,1,0.5,Ecco2k|||daine,0,0,
daine,BABii,4lyCoxLN0aW7nJy5rec0tG,30qGwXnygZNCzxjN7QsIR0,hyperpop,hyperpop,hyperpop,1,1.0,BABii|||daine,0,0,
daine,2hollis,4lyCoxLN0aW7nJy5rec0tG,72NhFAGG5Pt91VbheJeEPG,hyperpop,electroclash; hyperpop,hyperpop,1,0.5,2hollis|||daine,0,0,
james K,underscores,25BObiRSDCMwVrBGIVaLIf,7HfUJxeVTgrvhk0eWHFzV7,,hyperpop,,0,0.0,james K|||underscores,0,0,
james K,Elias Rønnenfelt,25BObiRSDCMwVrBGIVaLIf,1sMYEFib6APIW3JjkY8pYS,,,,0,0.0,Elias Rønnenfelt|||james K,0,0,
james K,Bladee,25BObiRSDCMwVrBGIVaLIf,2xvtxDNInKDV4AvGmjw6d1,,cloud rap; hyperpop,,0,0.0,Bladee|||james K,0,0,
james K,mark william lewis,25BObiRSDCMwVrBGIVaLIf,2r5elgyPQ19vDG3xSQn39k,,,,0,0.0,james K|||mark william lewis,0,0,
james K,Nourished by Time,25BObiRSDCMwVrBGIVaLIf,7zNkqI6qRr0OJ4XO1Pw29g,,indie electronic,,0,0.0,Nourished by Time|||james K,0,0,
james K,Alex G,25BObiRSDCMwVrBGIVaLIf,6lcwlkAjBPSKnFBZjjZFJs,,,,0,0.0,Alex G|||james K,0,0,
james K,Oklou,25BObiRSDCMwVrBGIVaLIf,6fFcUOFcbjeIuEomuUthkw,,art pop; hyperpop,,0,0.0,Oklou|||james K,0,0,
james K,Dean Blunt,25BObiRSDCMwVrBGIVaLIf,5CFSYjc0PAiQvndFjafabk,,,,0,0.0,Dean Blunt|||james K,0,0,
james K,King Krule,25BObiRSDCMwVrBGIVaLIf,4wyNyxs74Ux8UIDopNjIai,,,,0,0.0,King Krule|||james K,0,0,
james K,A. G. Cook,25BObiRSDCMwVrBGIVaLIf,335TWGWGFan4vaacJzSiU8,,hyperpop,,0,0.0,A. G. Cook|||james K,0,0,
james K,Nation,25BObiRSDCMwVrBGIVaLIf,03D2b6ATNCne8B3D251ncQ,,electroclash; witch house,,0,0.0,Nation|||james K,0,0,
james K,The Dare,25BObiRSDCMwVrBGIVaLIf,2mqiqsaX4LzFnUP7PmHGAb,,electroclash,,0,0.0,The Dare|||james K,0,0,
james K,Ecco2k,25BObiRSDCMwVrBGIVaLIf,6hG0VsXXlD10l60TqiIHIX,,cloud rap; hyperpop,,0,0.0,Ecco2k|||james K,0,0,
james K,BABii,25BObiRSDCMwVrBGIVaLIf,30qGwXnygZNCzxjN7QsIR0,,hyperpop,,0,0.0,BABii|||james K,0,0,
james K,2hollis,25BObiRSDCMwVrBGIVaLIf,72NhFAGG5Pt91VbheJeEPG,,electroclash; hyperpop,,0,0.0,2hollis|||james K,0,0,
underscores,Elias Rønnenfelt,7HfUJxeVTgrvhk0eWHFzV7,1sMYEFib6APIW3JjkY8pYS,hyperpop,,,0,0.0,Elias Rønnenfelt|||underscores,0,0,
underscores,Bladee,7HfUJxeVTgrvhk0eWHFzV7,2xvtxDNInKDV4AvGmjw6d1,hyperpop,cloud rap; hyperpop,hyperpop,1,0.5,Bladee|||underscores,0,0,
underscores,mark william lewis,7HfUJxeVTgrvhk0eWHFzV7,2r5elgyPQ19vDG3xSQn39k,hyperpop,,,0,0.0,mark william lewis|||underscores,0,0,
underscores,Nourished by Time,7HfUJxeVTgrvhk0eWHFzV7,7zNkqI6qRr0OJ4XO1Pw29g,hyperpop,indie electronic,,0,0.0,Nourished by Time|||underscores,0,0,
underscores,Alex G,7HfUJxeVTgrvhk0eWHFzV7,6lcwlkAjBPSKnFBZjjZFJs,hyperpop,,,0,0.0,Alex G|||underscores,0,0,
underscores,Oklou,7HfUJxeVTgrvhk0eWHFzV7,6fFcUOFcbjeIuEomuUthkw,hyperpop,art pop; hyperpop,hyperpop,1,0.5,Oklou|||underscores,1,12,harvest sky - Danny L Harle C Mix; harvest sky - Milkfish Remix; harvest sky; harvest sky - Milkfish Remix; harvest sky - Danny L Harle C Mix; harvest sky; harvest sky; harvest sky; harvest sky; harvest sky
underscores,Dean Blunt,7HfUJxeVTgrvhk0eWHFzV7,5CFSYjc0PAiQvndFjafabk,hyperpop,,,0,0.0,Dean Blunt|||underscores,0,0,
underscores,King Krule,7HfUJxeVTgrvhk0eWHFzV7,4wyNyxs74Ux8UIDopNjIai,hyperpop,,,0,0.0,King Krule|||underscores,0,0,
underscores,A. G. Cook,7HfUJxeVTgrvhk0eWHFzV7,335TWGWGFan4vaacJzSiU8,hyperpop,hyperpop,hyperpop,1,1.0,A. G. Cook|||underscores,0,0,
underscores,Nation,7HfUJxeVTgrvhk0eWHFzV7,03D2b6ATNCne8B3D251ncQ,hyperpop,electroclash; witch house,,0,0.0,Nation|||underscores,0,0,
underscores,The Dare,7HfUJxeVTgrvhk0eWHFzV7,2mqiqsaX4LzFnUP7PmHGAb,hyperpop,electroclash,,0,0.0,The Dare|||underscores,0,0,
underscores,Ecco2k,7HfUJxeVTgrvhk0eWHFzV7,6hG0VsXXlD10l60TqiIHIX,hyperpop,cloud rap; hyperpop,hyperpop,1,0.5,Ecco2k|||underscores,0,0,
underscores,BABii,7HfUJxeVTgrvhk0eWHFzV7,30qGwXnygZNCzxjN7QsIR0,hyperpop,hyperpop,hyperpop,1,1.0,BABii|||underscores,0,0,
underscores,2hollis,7HfUJxeVTgrvhk0eWHFzV7,72NhFAGG5Pt91VbheJeEPG,hyperpop,electroclash; hyperpop,hyperpop,1,0.5,2hollis|||underscores,0,0,
Elias Rønnenfelt,Bladee,1sMYEFib6APIW3JjkY8pYS,2xvtxDNInKDV4AvGmjw6d1,,cloud rap; hyperpop,,0,0.0,Bladee|||Elias Rønnenfelt,0,0,
Elias Rønnenfelt,mark william lewis,1sMYEFib6APIW3JjkY8pYS,2r5elgyPQ19vDG3xSQn39k,,,,0,0.0,Elias Rønnenfelt|||mark william lewis,0,0,
Elias Rønnenfelt,Nourished by Time,1sMYEFib6APIW3JjkY8pYS,7zNkqI6qRr0OJ4XO1Pw29g,,indie electronic,,0,0.0,Elias Rønnenfelt|||Nourished by Time,0,0,
Elias Rønnenfelt,Alex G,1sMYEFib6APIW3JjkY8pYS,6lcwlkAjBPSKnFBZjjZFJs,,,,0,0.0,Alex G|||Elias Rønnenfelt,0,0,
Elias Rønnenfelt,Oklou,1sMYEFib6APIW3JjkY8pYS,6fFcUOFcbjeIuEomuUthkw,,art pop; hyperpop,,0,0.0,Elias Rønnenfelt|||Oklou,0,0,
Elias Rønnenfelt,Dean Blunt,1sMYEFib6APIW3JjkY8pYS,5CFSYjc0PAiQvndFjafabk,,,,0,0.0,Dean Blunt|||Elias Rønnenfelt,1,10,1; 2; 3; 4; 5; 6; 7; tears on his rings and chains; repeat offenders; Smile Please
Elias Rønnenfelt,King Krule,1sMYEFib6APIW3JjkY8pYS,4wyNyxs74Ux8UIDopNjIai,,,,0,0.0,Elias Rønnenfelt|||King Krule,0,0,
Elias Rønnenfelt,A. G. Cook,1sMYEFib6APIW3JjkY8pYS,335TWGWGFan4vaacJzSiU8,,hyperpop,,0,0.0,A. G. Cook|||Elias Rønnenfelt,0,0,
Elias Rønnenfelt,Nation,1sMYEFib6APIW3JjkY8pYS,03D2b6ATNCne8B3D251ncQ,,electroclash; witch house,,0,0.0,Elias Rønnenfelt|||Nation,0,0,
Elias Rønnenfelt,The Dare,1sMYEFib6APIW3JjkY8pYS,2mqiqsaX4LzFnUP7PmHGAb,,electroclash,,0,0.0,Elias Rønnenfelt|||The Dare,1,1,Close - The Dare Remix
Elias Rønnenfelt,Ecco2k,1sMYEFib6APIW3JjkY8pYS,6hG0VsXXlD10l60TqiIHIX,,cloud rap; hyperpop,,0,0.0,Ecco2k|||Elias Rønnenfelt,0,0,
Elias Rønnenfelt,BABii,1sMYEFib6APIW3JjkY8pYS,30qGwXnygZNCzxjN7QsIR0,,hyperpop,,0,0.0,BABii|||Elias Rønnenfelt,0,0,
Elias Rønnenfelt,2hollis,1sMYEFib6APIW3JjkY8pYS,72NhFAGG5Pt91VbheJeEPG,,electroclash; hyperpop,,0,0.0,2hollis|||Elias Rønnenfelt,0,0,
Bladee,mark william lewis,2xvtxDNInKDV4AvGmjw6d1,2r5elgyPQ19vDG3xSQn39k,cloud rap; hyperpop,,,0,0.0,Bladee|||mark william lewis,0,0,
Bladee,Nourished by Time,2xvtxDNInKDV4AvGmjw6d1,7zNkqI6qRr0OJ4XO1Pw29g,cloud rap; hyperpop,indie electronic,,0,0.0,Bladee|||Nourished by Time,0,0,
Bladee,Alex G,2xvtxDNInKDV4AvGmjw6d1,6lcwlkAjBPSKnFBZjjZFJs,cloud rap; hyperpop,,,0,0.0,Alex G|||Bladee,0,0,
Bladee,Oklou,2xvtxDNInKDV4AvGmjw6d1,6fFcUOFcbjeIuEomuUthkw,cloud rap; hyperpop,art pop; hyperpop,hyperpop,1,0.3333,Bladee|||Oklou,1,9,take me by the hand; take me by the hand; take me by the hand; take me by the hand; Rainbow - make it double Oklou Mix; take me by the hand - Aaron Hibell remix; take me by the hand; Rainbow - make it double Oklou Mix; take me by the hand - Aaron Hibell remix
Bladee,Dean Blunt,2xvtxDNInKDV4AvGmjw6d1,5CFSYjc0PAiQvndFjafabk,cloud rap; hyperpop,,,0,0.0,Bladee|||Dean Blunt,0,0,
Bladee,King Krule,2xvtxDNInKDV4AvGmjw6d1,4wyNyxs74Ux8UIDopNjIai,cloud rap; hyperpop,,,0,0.0,Bladee|||King Krule,0,0,
Bladee,A. G. Cook,2xvtxDNInKDV4AvGmjw6d1,335TWGWGFan4vaacJzSiU8,cloud rap; hyperpop,hyperpop,hyperpop,1,0.5,A. G. Cook|||Bladee,1,2,Rewind featuring bladee; Rewind featuring bladee
Bladee,Nation,2xvtxDNInKDV4AvGmjw6d1,03D2b6ATNCne8B3D251ncQ,cloud rap; hyperpop,electroclash; witch house,,0,0.0,Bladee|||Nation,1,1,Every Summer
Bladee,The Dare,2xvtxDNInKDV4AvGmjw6d1,2mqiqsaX4LzFnUP7PmHGAb,cloud rap; hyperpop,electroclash,,0,0.0,Bladee|||The Dare,0,0,
Bladee,Ecco2k,2xvtxDNInKDV4AvGmjw6d1,6hG0VsXXlD10l60TqiIHIX,cloud rap; hyperpop,cloud rap; hyperpop,cloud rap; hyperpop,2,1.0,Bladee|||Ecco2k,1,43,COLD VISIONS (OUTRO 2); DiSASTER PRELUDE; The Flag is Raised; 5 Star Crest (4 Vattenrum); White Meadow; Faust; Yeses (Red Cross); Desire is a Trap; Chaos Follows; Girls Just Want to Have Fun
Bladee,BABii,2xvtxDNInKDV4AvGmjw6d1,30qGwXnygZNCzxjN7QsIR0,cloud rap; hyperpop,hyperpop,hyperpop,1,0.5,BABii|||Bladee,0,0,
Bladee,2hollis,2xvtxDNInKDV4AvGmjw6d1,72NhFAGG5Pt91VbheJeEPG,cloud rap; hyperpop,electroclash; hyperpop,hyperpop,1,0.3333,2hollis|||Bladee,0,0,
mark william lewis,Nourished by Time,2r5elgyPQ19vDG3xSQn39k,7zNkqI6qRr0OJ4XO1Pw29g,,indie electronic,,0,0.0,Nourished by Time|||mark william lewis,0,0,
mark william lewis,Alex G,2r5elgyPQ19vDG3xSQn39k,6lcwlkAjBPSKnFBZjjZFJs,,,,0,0.0,Alex G|||mark william lewis,0,0,
mark william lewis,Oklou,2r5elgyPQ19vDG3xSQn39k,6fFcUOFcbjeIuEomuUthkw,,art pop; hyperpop,,0,0.0,Oklou|||mark william lewis,0,0,
mark william lewis,Dean Blunt,2r5elgyPQ19vDG3xSQn39k,5CFSYjc0PAiQvndFjafabk,,,,0,0.0,Dean Blunt|||mark william lewis,0,0,
mark william lewis,King Krule,2r5elgyPQ19vDG3xSQn39k,4wyNyxs74Ux8UIDopNjIai,,,,0,0.0,King Krule|||mark william lewis,0,0,
mark william lewis,A. G. Cook,2r5elgyPQ19vDG3xSQn39k,335TWGWGFan4vaacJzSiU8,,hyperpop,,0,0.0,A. G. Cook|||mark william lewis,0,0,
mark william lewis,Nation,2r5elgyPQ19vDG3xSQn39k,03D2b6ATNCne8B3D251ncQ,,electroclash; witch house,,0,0.0,Nation|||mark william lewis,0,0,
mark william lewis,The Dare,2r5elgyPQ19vDG3xSQn39k,2mqiqsaX4LzFnUP7PmHGAb,,electroclash,,0,0.0,The Dare|||mark william lewis,0,0,
mark william lewis,Ecco2k,2r5elgyPQ19vDG3xSQn39k,6hG0VsXXlD10l60TqiIHIX,,cloud rap; hyperpop,,0,0.0,Ecco2k|||mark william lewis,0,0,
mark william lewis,BABii,2r5elgyPQ19vDG3xSQn39k,30qGwXnygZNCzxjN7QsIR0,,hyperpop,,0,0.0,BABii|||mark william lewis,0,0,
mark william lewis,2hollis,2r5elgyPQ19vDG3xSQn39k,72NhFAGG5Pt91VbheJeEPG,,electroclash; hyperpop,,0,0.0,2hollis|||mark william lewis,0,0,
Nourished by Time,Alex G,7zNkqI6qRr0OJ4XO1Pw29g,6lcwlkAjBPSKnFBZjjZFJs,indie electronic,,,0,0.0,Alex G|||Nourished by Time,0,0,
Nourished by Time,Oklou,7zNkqI6qRr0OJ4XO1Pw29g,6fFcUOFcbjeIuEomuUthkw,indie electronic,art pop; hyperpop,,0,0.0,Nourished by Time|||Oklou,0,0,
Nourished by Time,Dean Blunt,7zNkqI6qRr0OJ4XO1Pw29g,5CFSYjc0PAiQvndFjafabk,indie electronic,,,0,0.0,Dean Blunt|||Nourished by Time,0,0,
Nourished by Time,King Krule,7zNkqI6qRr0OJ4XO1Pw29g,4wyNyxs74Ux8UIDopNjIai,indie electronic,,,0,0.0,King Krule|||Nourished by Time,0,0,
Nourished by Time,A. G. Cook,7zNkqI6qRr0OJ4XO1Pw29g,335TWGWGFan4vaacJzSiU8,indie electronic,hyperpop,,0,0.0,A. G. Cook|||Nourished by Time,0,0,
Nourished by Time,Nation,7zNkqI6qRr0OJ4XO1Pw29g,03D2b6ATNCne8B3D251ncQ,indie electronic,electroclash; witch house,,0,0.0,Nation|||Nourished by Time,0,0,
Nourished by Time,The Dare,7zNkqI6qRr0OJ4XO1Pw29g,2mqiqsaX4LzFnUP7PmHGAb,indie electronic,electroclash,,0,0.0,Nourished by Time|||The Dare,0,0,
Nourished by Time,Ecco2k,7zNkqI6qRr0OJ4XO1Pw29g,6hG0VsXXlD10l60TqiIHIX,indie electronic,cloud rap; hyperpop,,0,0.0,Ecco2k|||Nourished by Time,0,0,
Nourished by Time,BABii,7zNkqI6qRr0OJ4XO1Pw29g,30qGwXnygZNCzxjN7QsIR0,indie electronic,hyperpop,,0,0.0,BABii|||Nourished by Time,0,0,
Nourished by Time,2hollis,7zNkqI6qRr0OJ4XO1Pw29g,72NhFAGG5Pt91VbheJeEPG,indie electronic,electroclash; hyperpop,,0,0.0,2hollis|||Nourished by Time,0,0,
Alex G,Oklou,6lcwlkAjBPSKnFBZjjZFJs,6fFcUOFcbjeIuEomuUthkw,,art pop; hyperpop,,0,0.0,Alex G|||Oklou,0,0,
Alex G,Dean Blunt,6lcwlkAjBPSKnFBZjjZFJs,5CFSYjc0PAiQvndFjafabk,,,,0,0.0,Alex G|||Dean Blunt,0,0,
Alex G,King Krule,6lcwlkAjBPSKnFBZjjZFJs,4wyNyxs74Ux8UIDopNjIai,,,,0,0.0,Alex G|||King Krule,0,0,
Alex G,A. G. Cook,6lcwlkAjBPSKnFBZjjZFJs,335TWGWGFan4vaacJzSiU8,,hyperpop,,0,0.0,A. G. Cook|||Alex G,0,0,
Alex G,Nation,6lcwlkAjBPSKnFBZjjZFJs,03D2b6ATNCne8B3D251ncQ,,electroclash; witch house,,0,0.0,Alex G|||Nation,0,0,
Alex G,The Dare,6lcwlkAjBPSKnFBZjjZFJs,2mqiqsaX4LzFnUP7PmHGAb,,electroclash,,0,0.0,Alex G|||The Dare,0,0,
Alex G,Ecco2k,6lcwlkAjBPSKnFBZjjZFJs,6hG0VsXXlD10l60TqiIHIX,,cloud rap; hyperpop,,0,0.0,Alex G|||Ecco2k,0,0,
Alex G,BABii,6lcwlkAjBPSKnFBZjjZFJs,30qGwXnygZNCzxjN7QsIR0,,hyperpop,,0,0.0,Alex G|||BABii,0,0,
Alex G,2hollis,6lcwlkAjBPSKnFBZjjZFJs,72NhFAGG5Pt91VbheJeEPG,,electroclash; hyperpop,,0,0.0,2hollis|||Alex G,0,0,
Oklou,Dean Blunt,6fFcUOFcbjeIuEomuUthkw,5CFSYjc0PAiQvndFjafabk,art pop; hyperpop,,,0,0.0,Dean Blunt|||Oklou,0,0,
Oklou,King Krule,6fFcUOFcbjeIuEomuUthkw,4wyNyxs74Ux8UIDopNjIai,art pop; hyperpop,,,0,0.0,King Krule|||Oklou,0,0,
Oklou,A. G. Cook,6fFcUOFcbjeIuEomuUthkw,335TWGWGFan4vaacJzSiU8,art pop; hyperpop,hyperpop,hyperpop,1,0.5,A. G. Cook|||Oklou,1,4,fall - A. G. Cook Remix; galore - A. G. Cook Remix; Being Harsh; Being Harsh
Oklou,Nation,6fFcUOFcbjeIuEomuUthkw,03D2b6ATNCne8B3D251ncQ,art pop; hyperpop,electroclash; witch house,,0,0.0,Nation|||Oklou,0,0,
Oklou,The Dare,6fFcUOFcbjeIuEomuUthkw,2mqiqsaX4LzFnUP7PmHGAb,art pop; hyperpop,electroclash,,0,0.0,Oklou|||The Dare,0,0,
Oklou,Ecco2k,6fFcUOFcbjeIuEomuUthkw,6hG0VsXXlD10l60TqiIHIX,art pop; hyperpop,cloud rap; hyperpop,hyperpop,1,0.3333,Ecco2k|||Oklou,0,0,
Oklou,BABii,6fFcUOFcbjeIuEomuUthkw,30qGwXnygZNCzxjN7QsIR0,art pop; hyperpop,hyperpop,hyperpop,1,0.5,BABii|||Oklou,0,0,
Oklou,2hollis,6fFcUOFcbjeIuEomuUthkw,72NhFAGG5Pt91VbheJeEPG,art pop; hyperpop,electroclash; hyperpop,hyperpop,1,0.3333,2hollis|||Oklou,0,0,
Dean Blunt,King Krule,5CFSYjc0PAiQvndFjafabk,4wyNyxs74Ux8UIDopNjIai,,,,0,0.0,Dean Blunt|||King Krule,0,0,
Dean Blunt,A. G. Cook,5CFSYjc0PAiQvndFjafabk,335TWGWGFan4vaacJzSiU8,,hyperpop,,0,0.0,A. G. Cook|||Dean Blunt,0,0,
Dean Blunt,Nation,5CFSYjc0PAiQvndFjafabk,03D2b6ATNCne8B3D251ncQ,,electroclash; witch house,,0,0.0,Dean Blunt|||Nation,0,0,
Dean Blunt,The Dare,5CFSYjc0PAiQvndFjafabk,2mqiqsaX4LzFnUP7PmHGAb,,electroclash,,0,0.0,Dean Blunt|||The Dare,0,0,
Dean Blunt,Ecco2k,5CFSYjc0PAiQvndFjafabk,6hG0VsXXlD10l60TqiIHIX,,cloud rap; hyperpop,,0,0.0,Dean Blunt|||Ecco2k,0,0,
Dean Blunt,BABii,5CFSYjc0PAiQvndFjafabk,30qGwXnygZNCzxjN7QsIR0,,hyperpop,,0,0.0,BABii|||Dean Blunt,0,0,
Dean Blunt,2hollis,5CFSYjc0PAiQvndFjafabk,72NhFAGG5Pt91VbheJeEPG,,electroclash; hyperpop,,0,0.0,2hollis|||Dean Blunt,0,0,
King Krule,A. G. Cook,4wyNyxs74Ux8UIDopNjIai,335TWGWGFan4vaacJzSiU8,,hyperpop,,0,0.0,A. G. Cook|||King Krule,0,0,
King Krule,Nation,4wyNyxs74Ux8UIDopNjIai,03D2b6ATNCne8B3D251ncQ,,electroclash; witch house,,0,0.0,King Krule|||Nation,0,0,
King Krule,The Dare,4wyNyxs74Ux8UIDopNjIai,2mqiqsaX4LzFnUP7PmHGAb,,electroclash,,0,0.0,King Krule|||The Dare,0,0,
King Krule,Ecco2k,4wyNyxs74Ux8UIDopNjIai,6hG0VsXXlD10l60TqiIHIX,,cloud rap; hyperpop,,0,0.0,Ecco2k|||King Krule,0,0,
King Krule,BABii,4wyNyxs74Ux8UIDopNjIai,30qGwXnygZNCzxjN7QsIR0,,hyperpop,,0,0.0,BABii|||King Krule,0,0,
King Krule,2hollis,4wyNyxs74Ux8UIDopNjIai,72NhFAGG5Pt91VbheJeEPG,,electroclash; hyperpop,,0,0.0,2hollis|||King Krule,0,0,
A. G. Cook,Nation,335TWGWGFan4vaacJzSiU8,03D2b6ATNCne8B3D251ncQ,hyperpop,electroclash; witch house,,0,0.0,A. G. Cook|||Nation,0,0,
A. G. Cook,The Dare,335TWGWGFan4vaacJzSiU8,2mqiqsaX4LzFnUP7PmHGAb,hyperpop,electroclash,,0,0.0,A. G. Cook|||The Dare,0,0,
A. G. Cook,Ecco2k,335TWGWGFan4vaacJzSiU8,6hG0VsXXlD10l60TqiIHIX,hyperpop,cloud rap; hyperpop,hyperpop,1,0.5,A. G. Cook|||Ecco2k,0,0,
A. G. Cook,BABii,335TWGWGFan4vaacJzSiU8,30qGwXnygZNCzxjN7QsIR0,hyperpop,hyperpop,hyperpop,1,1.0,A. G. Cook|||BABii,0,0,
A. G. Cook,2hollis,335TWGWGFan4vaacJzSiU8,72NhFAGG5Pt91VbheJeEPG,hyperpop,electroclash; hyperpop,hyperpop,1,0.5,2hollis|||A. G. Cook,0,0,
Nation,The Dare,03D2b6ATNCne8B3D251ncQ,2mqiqsaX4LzFnUP7PmHGAb,electroclash; witch house,electroclash,electroclash,1,0.5,Nation|||The Dare,0,0,
Nation,Ecco2k,03D2b6ATNCne8B3D251ncQ,6hG0VsXXlD10l60TqiIHIX,electroclash; witch house,cloud rap; hyperpop,,0,0.0,Ecco2k|||Nation,1,3,Nobody's Fault; Touch; Ça Va
Nation,BABii,03D2b6ATNCne8B3D251ncQ,30qGwXnygZNCzxjN7QsIR0,electroclash; witch house,hyperpop,,0,0.0,BABii|||Nation,0,0,
Nation,2hollis,03D2b6ATNCne8B3D251ncQ,72NhFAGG5Pt91VbheJeEPG,electroclash; witch house,electroclash; hyperpop,electroclash,1,0.3333,2hollis|||Nation,0,0,
The Dare,Ecco2k,2mqiqsaX4LzFnUP7PmHGAb,6hG0VsXXlD10l60TqiIHIX,electroclash,cloud rap; hyperpop,,0,0.0,Ecco2k|||The Dare,0,0,
The Dare,BABii,2mqiqsaX4LzFnUP7PmHGAb,30qGwXnygZNCzxjN7QsIR0,electroclash,hyperpop,,0,0.0,BABii|||The Dare,0,0,
The Dare,2hollis,2mqiqsaX4LzFnUP7PmHGAb,72NhFAGG5Pt91VbheJeEPG,electroclash,electroclash; hyperpop,electroclash,1,0.5,2hollis|||The Dare,0,0,
Ecco2k,BABii,6hG0VsXXlD10l60TqiIHIX,30qGwXnygZNCzxjN7QsIR0,cloud rap; hyperpop,hyperpop,hyperpop,1,0.5,BABii|||Ecco2k,0,0,
Ecco2k,2hollis,6hG0VsXXlD10l60TqiIHIX,72NhFAGG5Pt91VbheJeEPG,cloud rap; hyperpop,electroclash; hyperpop,hyperpop,1,0.3333,2hollis|||Ecco2k,0,0,
BABii,2hollis,30qGwXnygZNCzxjN7QsIR0,72NhFAGG5Pt91VbheJeEPG,hyperpop,electroclash; hyperpop,hyperpop,1,0.5,2hollis|||BABii,0,0,
